0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360
-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846
0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571
-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216
-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929
-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115
-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100
2.552834,0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386
0.985188,2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834
2.773426,1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188
1.357681,-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426
-0.187106,1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681
1.537360,0.153846,-1.362571,0.296216,-1.058929,-2.543115,-0.948100,-2.280386,2.552834,0.985188,2.773426,1.357681,-0.187106
