5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383
4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493
4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662
4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826
8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187
6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775
3.859078,8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923
8.427937,6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078
6.254363,3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937
3.393023,8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363
8.271961,8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023
8.327543,7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961
7.345383,5.975493,4.750662,4.055826,4.096187,8.978775,6.184923,3.859078,8.427937,6.254363,3.393023,8.271961,8.327543
