0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523
-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692
-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198
-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358
2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776
0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163
-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822
2.424107,0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752
0.098262,-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107
-2.695590,2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262
2.186998,2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590
2.227360,1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998
1.532523,0.307692,-1.062198,-2.044358,-1.988776,2.890163,0.028822,-2.144752,2.424107,0.098262,-2.695590,2.186998,2.227360
